,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
12114,Male,Unknown,22,0,0,0,St. Louis,Missouri,1980,February,1,Unknown,Shotgun,Murder or Manslaughter,No
12115,Female,Male,56,17,0,0,St. Louis,Missouri,1980,March,1,Mother,Handgun,Murder or Manslaughter,Yes
12116,Female,Unknown,27,0,0,0,St. Louis,Missouri,1980,April,1,Unknown,Handgun,Murder or Manslaughter,No
12117,Male,Male,19,33,0,0,St. Louis,Missouri,1980,May,1,Stranger,Handgun,Murder or Manslaughter,Yes
12118,Male,Male,25,30,0,0,St. Louis,Missouri,1980,May,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
12119,Female,Male,52,15,0,0,St. Louis,Missouri,1980,June,1,Mother,Rifle,Murder or Manslaughter,Yes
12120,Male,Female,31,29,0,0,St. Louis,Missouri,1980,July,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
12121,Male,Male,90,31,0,0,St. Louis,Missouri,1980,July,2,Unknown,Unknown,Manslaughter by Negligence,Yes
12122,Male,Unknown,75,0,0,0,St. Louis,Missouri,1980,September,1,Unknown,Explosives,Murder or Manslaughter,No
12123,Male,Female,55,45,0,0,St. Louis,Missouri,1980,September,2,Husband,Handgun,Murder or Manslaughter,Yes
12124,Male,Unknown,25,0,0,0,St. Louis,Missouri,1980,October,1,Unknown,Firearm,Murder or Manslaughter,No
12125,Female,Male,25,26,0,0,St. Louis,Missouri,1980,October,2,Wife,Handgun,Murder or Manslaughter,Yes
12126,Male,Unknown,34,0,0,0,St. Louis,Missouri,1980,October,3,Unknown,Unknown,Murder or Manslaughter,No
12127,Female,Male,80,81,0,0,St. Louis,Missouri,1980,November,1,Wife,Handgun,Murder or Manslaughter,Yes
12128,Female,Unknown,72,0,1,0,St. Louis,Missouri,1980,November,2,Unknown,Shotgun,Murder or Manslaughter,No
12129,Male,Unknown,44,0,0,0,St. Louis,Missouri,1980,December,1,Unknown,Handgun,Murder or Manslaughter,No
12130,Male,Male,27,34,0,0,St. Louis,Missouri,1980,December,2,Stranger,Handgun,Murder or Manslaughter,Yes
12131,Female,Unknown,76,0,0,0,St. Louis,Missouri,1980,December,3,Stranger,Blunt Object,Murder or Manslaughter,No
12132,Male,Male,34,36,0,0,St. Louis,Missouri,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12133,Male,Male,21,19,0,2,St. Louis,Missouri,1980,December,1,Stranger,Shotgun,Murder or Manslaughter,Yes
12134,Female,Male,0,26,0,0,St. Louis,Missouri,1980,February,1,Daughter,Suffocation,Murder or Manslaughter,Yes
12135,Female,Male,68,23,3,1,St. Louis,Missouri,1980,October,1,Stranger,Firearm,Murder or Manslaughter,Yes
12136,Female,Male,51,23,3,1,St. Louis,Missouri,1980,October,1,Stranger,Firearm,Murder or Manslaughter,Yes
12137,Female,Male,51,23,3,1,St. Louis,Missouri,1980,October,1,Stranger,Firearm,Murder or Manslaughter,Yes
12138,Male,Male,51,23,3,1,St. Louis,Missouri,1980,October,1,Stranger,Firearm,Murder or Manslaughter,Yes
12139,Female,Unknown,47,0,0,0,St. Louis,Missouri,1980,April,1,Unknown,Handgun,Murder or Manslaughter,No
12140,Male,Unknown,45,0,1,0,St. Louis,Missouri,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
12141,Male,Male,22,30,0,0,St. Louis,Missouri,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12142,Female,Unknown,27,0,1,0,St. Louis,Missouri,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
12143,Male,Male,21,23,0,0,St. Louis,Missouri,1980,May,1,Stranger,Handgun,Murder or Manslaughter,Yes
12144,Male,Male,29,30,0,0,St. Louis,Missouri,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12145,Male,Male,29,30,0,0,St. Louis,Missouri,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12146,Female,Female,18,22,0,0,St. Louis,Missouri,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12147,Male,Unknown,63,0,0,0,St. Louis,Missouri,1980,January,1,Unknown,Knife,Murder or Manslaughter,No
12148,Male,Male,21,20,0,0,St. Louis,Missouri,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12149,Male,Male,26,24,1,3,St. Louis,Missouri,1980,January,1,Sister,Handgun,Murder or Manslaughter,Yes
12150,Female,Male,26,24,1,3,St. Louis,Missouri,1980,January,1,Sister,Handgun,Murder or Manslaughter,Yes
12151,Female,Male,66,23,0,0,St. Louis,Missouri,1980,February,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12152,Male,Female,40,42,0,0,St. Louis,Missouri,1980,August,1,Husband,Handgun,Murder or Manslaughter,Yes
12153,Female,Male,33,18,0,1,St. Louis,Missouri,1980,September,1,Neighbor,Knife,Murder or Manslaughter,Yes
12154,Male,Female,25,20,0,1,St. Louis,Missouri,1980,October,1,Friend,Rifle,Murder or Manslaughter,Yes
12155,Male,Unknown,21,0,0,1,St. Louis,Missouri,1980,November,1,Acquaintance,Blunt Object,Murder or Manslaughter,No
12156,Male,Male,34,25,0,0,St. Louis,Missouri,1980,May,1,Stranger,Knife,Murder or Manslaughter,Yes
12157,Male,Male,21,15,0,0,St. Louis,Missouri,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12158,Male,Unknown,17,0,0,0,St. Louis,Missouri,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
12159,Male,Male,26,20,0,0,Saline,Missouri,1980,August,1,Friend,Blunt Object,Murder or Manslaughter,Yes
12160,Male,Male,34,68,0,0,Scott,Missouri,1980,May,1,Son,Handgun,Murder or Manslaughter,Yes
12161,Male,Female,33,26,0,0,Texas,Missouri,1980,July,1,Husband,Handgun,Murder or Manslaughter,Yes
12162,Male,Male,25,45,0,0,Vernon,Missouri,1980,January,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
12163,Male,Unknown,43,0,4,0,Jackson,Missouri,1980,May,9,Unknown,Handgun,Murder or Manslaughter,No
12164,Male,Unknown,75,0,4,1,Jackson,Missouri,1980,August,12,Unknown,Fire,Murder or Manslaughter,No
12165,Male,Unknown,29,0,4,0,Jackson,Missouri,1980,May,9,Unknown,Handgun,Murder or Manslaughter,No
12166,Male,Unknown,29,0,4,1,Jackson,Missouri,1980,August,12,Unknown,Fire,Murder or Manslaughter,No
12167,Male,Unknown,27,0,4,0,Jackson,Missouri,1980,May,9,Unknown,Handgun,Murder or Manslaughter,No
12168,Female,Unknown,29,0,4,1,Jackson,Missouri,1980,August,12,Unknown,Fire,Murder or Manslaughter,No
12169,Male,Unknown,24,0,1,1,Jackson,Missouri,1980,February,8,Unknown,Shotgun,Murder or Manslaughter,No
12170,Male,Unknown,30,0,1,0,Jackson,Missouri,1980,May,5,Unknown,Shotgun,Murder or Manslaughter,No
12171,Male,Male,37,37,1,1,Jackson,Missouri,1980,May,7,Unknown,Handgun,Murder or Manslaughter,Yes
12172,Female,Unknown,23,0,4,0,Jackson,Missouri,1980,May,9,Unknown,Handgun,Murder or Manslaughter,No
12173,Female,Unknown,6,0,4,1,Jackson,Missouri,1980,August,12,Unknown,Fire,Murder or Manslaughter,No
12174,Female,Unknown,1,0,0,1,Jackson,Missouri,1980,January,1,Unknown,Blunt Object,Murder or Manslaughter,No
12175,Female,Unknown,15,0,0,1,Jackson,Missouri,1980,January,2,Unknown,Strangulation,Murder or Manslaughter,No
12176,Male,Female,1,27,0,0,Jackson,Missouri,1980,January,3,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12177,Female,Unknown,60,0,0,1,Jackson,Missouri,1980,January,4,Unknown,Knife,Murder or Manslaughter,No
12178,Male,Unknown,29,0,0,1,Jackson,Missouri,1980,January,5,Unknown,Shotgun,Murder or Manslaughter,No
12179,Male,Male,19,19,0,0,Jackson,Missouri,1980,January,6,Unknown,Handgun,Murder or Manslaughter,Yes
12180,Male,Male,1,24,0,0,Jackson,Missouri,1980,February,1,Unknown,Blunt Object,Murder or Manslaughter,Yes
12181,Male,Male,33,26,0,0,Jackson,Missouri,1980,February,2,Stranger,Shotgun,Murder or Manslaughter,Yes
12182,Female,Male,90,29,0,0,Jackson,Missouri,1980,February,3,Unknown,Blunt Object,Murder or Manslaughter,Yes
12183,Male,Female,74,37,0,0,Jackson,Missouri,1980,February,4,Husband,Knife,Murder or Manslaughter,Yes
12184,Male,Male,22,23,0,0,Jackson,Missouri,1980,February,5,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12185,Male,Male,22,49,0,1,Jackson,Missouri,1980,February,6,Stranger,Rifle,Murder or Manslaughter,Yes
12186,Male,Unknown,30,0,0,1,Jackson,Missouri,1980,February,7,Unknown,Knife,Murder or Manslaughter,No
12187,Female,Unknown,21,0,1,1,Jackson,Missouri,1980,February,8,Unknown,Shotgun,Murder or Manslaughter,No
12188,Male,Male,25,19,0,0,Jackson,Missouri,1980,February,9,Acquaintance,Handgun,Murder or Manslaughter,Yes
12189,Male,Male,58,17,0,0,Jackson,Missouri,1980,February,10,Unknown,Handgun,Murder or Manslaughter,Yes
12190,Male,Female,36,35,0,0,Jackson,Missouri,1980,February,11,Husband,Handgun,Murder or Manslaughter,Yes
12191,Male,Female,37,32,0,0,Jackson,Missouri,1980,February,12,Acquaintance,Handgun,Murder or Manslaughter,Yes
12192,Male,Male,40,40,0,0,Jackson,Missouri,1980,February,13,Unknown,Blunt Object,Murder or Manslaughter,Yes
12193,Male,Male,68,41,0,1,Jackson,Missouri,1980,February,14,Unknown,Blunt Object,Murder or Manslaughter,Yes
12194,Female,Female,54,18,0,2,Jackson,Missouri,1980,February,15,Unknown,Knife,Murder or Manslaughter,Yes
12195,Male,Male,46,34,0,2,Jackson,Missouri,1980,February,16,Unknown,Blunt Object,Murder or Manslaughter,Yes
12196,Male,Male,35,21,0,0,Jackson,Missouri,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12197,Male,Male,27,18,0,0,Jackson,Missouri,1980,March,2,Brother,Rifle,Murder or Manslaughter,Yes
12198,Male,Male,20,26,0,0,Jackson,Missouri,1980,March,3,Stranger,Handgun,Murder or Manslaughter,Yes
12199,Male,Unknown,26,0,0,1,Jackson,Missouri,1980,March,4,Unknown,Blunt Object,Murder or Manslaughter,No
12200,Male,Male,20,25,0,0,Jackson,Missouri,1980,March,5,Unknown,Handgun,Murder or Manslaughter,Yes
12201,Male,Male,21,28,0,0,Jackson,Missouri,1980,March,6,Unknown,Handgun,Murder or Manslaughter,Yes
12202,Male,Unknown,99,0,0,1,Jackson,Missouri,1980,March,7,Unknown,Handgun,Murder or Manslaughter,No
12203,Female,Unknown,53,0,0,1,Jackson,Missouri,1980,March,8,Unknown,Knife,Murder or Manslaughter,No
12204,Male,Male,19,24,0,1,Jackson,Missouri,1980,March,9,Unknown,Knife,Murder or Manslaughter,Yes
12205,Female,Male,37,55,0,0,Jackson,Missouri,1980,April,1,Wife,Handgun,Murder or Manslaughter,Yes
12206,Male,Male,30,26,0,0,Jackson,Missouri,1980,April,2,Unknown,Handgun,Murder or Manslaughter,Yes
12207,Male,Male,24,52,0,0,Jackson,Missouri,1980,April,3,Son,Handgun,Murder or Manslaughter,Yes
12208,Male,Unknown,39,0,0,1,Jackson,Missouri,1980,April,4,Unknown,Handgun,Murder or Manslaughter,No
12209,Male,Unknown,35,0,0,0,Jackson,Missouri,1980,April,5,Unknown,Handgun,Murder or Manslaughter,No
12210,Male,Unknown,44,0,0,1,Jackson,Missouri,1980,April,6,Unknown,Fire,Murder or Manslaughter,No
12211,Male,Male,25,19,0,0,Jackson,Missouri,1980,April,7,Unknown,Firearm,Murder or Manslaughter,Yes
12212,Male,Male,16,17,0,0,Jackson,Missouri,1980,April,8,Stranger,Knife,Murder or Manslaughter,Yes
12213,Male,Male,61,41,0,0,Jackson,Missouri,1980,April,9,Unknown,Handgun,Murder or Manslaughter,Yes
12214,Male,Male,41,61,0,0,Jackson,Missouri,1980,April,10,Unknown,Handgun,Murder or Manslaughter,Yes
12215,Female,Male,25,26,0,0,Jackson,Missouri,1980,May,1,Wife,Handgun,Murder or Manslaughter,Yes
12216,Male,Unknown,40,0,0,1,Jackson,Missouri,1980,May,2,Unknown,Handgun,Murder or Manslaughter,No
12217,Male,Unknown,29,0,0,1,Jackson,Missouri,1980,May,3,Unknown,Unknown,Murder or Manslaughter,No
12218,Male,Male,23,24,0,0,Jackson,Missouri,1980,May,4,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12219,Female,Unknown,20,0,1,0,Jackson,Missouri,1980,May,5,Unknown,Shotgun,Murder or Manslaughter,No
12220,Male,Unknown,31,0,0,0,Jackson,Missouri,1980,May,6,Unknown,Blunt Object,Murder or Manslaughter,No
12221,Male,Male,23,37,1,1,Jackson,Missouri,1980,May,7,Unknown,Handgun,Murder or Manslaughter,Yes
12222,Male,Male,34,24,0,1,Jackson,Missouri,1980,May,8,Acquaintance,Handgun,Murder or Manslaughter,Yes
12223,Female,Unknown,22,0,4,0,Jackson,Missouri,1980,May,9,Unknown,Handgun,Murder or Manslaughter,No
12224,Female,Male,35,44,0,0,Jackson,Missouri,1980,May,10,Acquaintance,Unknown,Murder or Manslaughter,Yes
12225,Male,Male,53,17,0,0,Jackson,Missouri,1980,June,1,Unknown,Knife,Murder or Manslaughter,Yes
12226,Female,Unknown,17,0,0,1,Jackson,Missouri,1980,June,2,Unknown,Unknown,Murder or Manslaughter,No
12227,Female,Unknown,90,0,0,1,Jackson,Missouri,1980,June,3,Unknown,Blunt Object,Murder or Manslaughter,No
12228,Male,Male,32,25,0,1,Jackson,Missouri,1980,June,4,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12229,Male,Female,42,45,0,0,Jackson,Missouri,1980,June,5,Unknown,Gun,Murder or Manslaughter,Yes
12230,Male,Unknown,21,0,0,1,Jackson,Missouri,1980,June,6,Unknown,Unknown,Murder or Manslaughter,No
12231,Male,Male,21,47,0,1,Jackson,Missouri,1980,June,7,Unknown,Unknown,Murder or Manslaughter,Yes
12232,Male,Male,24,32,0,0,Jackson,Missouri,1980,June,8,Acquaintance,Handgun,Murder or Manslaughter,Yes
12233,Male,Female,38,34,0,0,Jackson,Missouri,1980,June,9,Husband,Handgun,Murder or Manslaughter,Yes
12234,Female,Unknown,51,0,0,1,Jackson,Missouri,1980,June,10,Unknown,Unknown,Murder or Manslaughter,No
12235,Male,Unknown,21,0,0,1,Jackson,Missouri,1980,June,11,Unknown,Unknown,Murder or Manslaughter,No
12236,Male,Female,60,63,0,0,Jackson,Missouri,1980,July,1,Acquaintance,Gun,Murder or Manslaughter,Yes
12237,Male,Male,22,61,0,0,Jackson,Missouri,1980,July,2,Son,Handgun,Murder or Manslaughter,Yes
12238,Male,Unknown,19,0,0,1,Jackson,Missouri,1980,July,3,Acquaintance,Gun,Murder or Manslaughter,No
12239,Female,Unknown,21,0,0,1,Jackson,Missouri,1980,July,4,Unknown,Strangulation,Murder or Manslaughter,No
12240,Male,Female,21,20,0,0,Jackson,Missouri,1980,July,5,Acquaintance,Rifle,Murder or Manslaughter,Yes
12241,Male,Unknown,27,0,0,1,Jackson,Missouri,1980,July,6,Unknown,Handgun,Murder or Manslaughter,No
12242,Female,Unknown,33,0,0,1,Jackson,Missouri,1980,July,7,Unknown,Shotgun,Murder or Manslaughter,No
12243,Male,Unknown,45,0,0,1,Jackson,Missouri,1980,July,8,Unknown,Shotgun,Murder or Manslaughter,No
12244,Female,Male,52,61,0,0,Jackson,Missouri,1980,July,9,Wife,Knife,Murder or Manslaughter,Yes
12245,Male,Male,50,20,0,0,Jackson,Missouri,1980,July,10,Acquaintance,Unknown,Murder or Manslaughter,Yes
12246,Male,Male,45,40,0,0,Jackson,Missouri,1980,July,11,Acquaintance,Handgun,Murder or Manslaughter,Yes
12247,Male,Female,35,20,0,0,Jackson,Missouri,1980,July,12,Unknown,Knife,Murder or Manslaughter,Yes
12248,Male,Unknown,43,0,0,1,Jackson,Missouri,1980,July,13,Acquaintance,Handgun,Murder or Manslaughter,No
12249,Female,Unknown,22,0,0,1,Jackson,Missouri,1980,August,1,Unknown,Unknown,Murder or Manslaughter,No
12250,Male,Unknown,36,0,0,1,Jackson,Missouri,1980,August,2,Unknown,Fire,Murder or Manslaughter,No
12251,Male,Male,30,22,0,1,Jackson,Missouri,1980,August,3,Unknown,Handgun,Murder or Manslaughter,Yes
12252,Male,Unknown,56,0,0,1,Jackson,Missouri,1980,August,4,Unknown,Unknown,Murder or Manslaughter,No
12253,Male,Male,25,30,0,0,Jackson,Missouri,1980,August,5,Acquaintance,Handgun,Murder or Manslaughter,Yes
12254,Male,Unknown,31,0,0,1,Jackson,Missouri,1980,August,6,Acquaintance,Handgun,Murder or Manslaughter,No
12255,Male,Male,23,34,0,0,Jackson,Missouri,1980,August,7,Acquaintance,Handgun,Murder or Manslaughter,Yes
12256,Male,Male,30,62,0,0,Jackson,Missouri,1980,August,8,Acquaintance,Handgun,Murder or Manslaughter,Yes
12257,Male,Male,35,36,0,0,Jackson,Missouri,1980,August,9,Stranger,Handgun,Murder or Manslaughter,Yes
12258,Male,Male,17,18,0,1,Jackson,Missouri,1980,August,10,Unknown,Handgun,Murder or Manslaughter,Yes
12259,Male,Male,21,27,0,0,Jackson,Missouri,1980,August,11,Acquaintance,Handgun,Murder or Manslaughter,Yes
12260,Female,Unknown,2,0,4,1,Jackson,Missouri,1980,August,12,Unknown,Fire,Murder or Manslaughter,No
12261,Male,Unknown,19,0,0,1,Jackson,Missouri,1980,August,13,Unknown,Knife,Murder or Manslaughter,No
12262,Male,Male,16,12,0,0,Jackson,Missouri,1980,August,14,Acquaintance,Firearm,Manslaughter by Negligence,Yes
12263,Male,Male,26,33,0,0,Jackson,Missouri,1980,September,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
12264,Male,Unknown,30,0,0,1,Jackson,Missouri,1980,September,2,Unknown,Firearm,Murder or Manslaughter,No
12265,Female,Male,35,23,0,0,Jackson,Missouri,1980,September,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
12266,Female,Male,40,41,0,0,Jackson,Missouri,1980,September,4,Wife,Handgun,Murder or Manslaughter,Yes
12267,Male,Male,28,23,0,0,Jackson,Missouri,1980,September,5,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12268,Male,Male,22,24,0,0,Jackson,Missouri,1980,September,6,Unknown,Knife,Murder or Manslaughter,Yes
12269,Male,Unknown,21,0,0,1,Jackson,Missouri,1980,September,7,Unknown,Knife,Murder or Manslaughter,No
12270,Male,Female,20,23,0,0,Jackson,Missouri,1980,September,8,Acquaintance,Handgun,Murder or Manslaughter,Yes
12271,Male,Unknown,32,0,0,1,Jackson,Missouri,1980,September,9,Unknown,Knife,Murder or Manslaughter,No
12272,Male,Unknown,20,0,0,1,Jackson,Missouri,1980,September,10,Unknown,Knife,Murder or Manslaughter,No
12273,Male,Female,38,41,0,0,Jackson,Missouri,1980,September,11,Acquaintance,Handgun,Murder or Manslaughter,Yes
12274,Female,Male,42,42,0,0,Jackson,Missouri,1980,October,1,Wife,Blunt Object,Murder or Manslaughter,Yes
12275,Male,Unknown,30,0,0,1,Jackson,Missouri,1980,October,2,Unknown,Handgun,Murder or Manslaughter,No
12276,Male,Unknown,68,0,0,1,Jackson,Missouri,1980,October,3,Unknown,Firearm,Murder or Manslaughter,No
12277,Male,Male,64,24,0,2,Jackson,Missouri,1980,October,4,Stranger,Handgun,Murder or Manslaughter,Yes
12278,Male,Male,23,29,0,0,Jackson,Missouri,1980,October,5,Acquaintance,Handgun,Murder or Manslaughter,Yes
12279,Male,Unknown,23,0,0,1,Jackson,Missouri,1980,October,6,Unknown,Firearm,Murder or Manslaughter,No
12280,Male,Unknown,33,0,0,1,Jackson,Missouri,1980,October,7,Unknown,Firearm,Murder or Manslaughter,No
12281,Male,Male,35,20,0,0,Jackson,Missouri,1980,October,8,Unknown,Shotgun,Murder or Manslaughter,Yes
12282,Male,Unknown,56,0,0,1,Jackson,Missouri,1980,October,9,Unknown,Shotgun,Murder or Manslaughter,No
12283,Male,Unknown,30,0,0,0,Jackson,Missouri,1980,October,10,Acquaintance,Knife,Murder or Manslaughter,No
12284,Male,Male,32,22,0,0,Jackson,Missouri,1980,October,11,Brother,Knife,Murder or Manslaughter,Yes
12285,Male,Female,34,30,0,0,Jackson,Missouri,1980,October,12,Husband,Handgun,Murder or Manslaughter,Yes
12286,Male,Unknown,27,0,0,0,Jackson,Missouri,1980,November,1,Unknown,Unknown,Murder or Manslaughter,No
12287,Female,Unknown,99,0,0,0,Jackson,Missouri,1980,November,2,Unknown,Unknown,Murder or Manslaughter,No
12288,Female,Unknown,43,46,0,0,Jackson,Missouri,1980,November,3,Wife,Shotgun,Murder or Manslaughter,No
12289,Female,Unknown,22,0,0,0,Jackson,Missouri,1980,November,4,Unknown,Strangulation,Murder or Manslaughter,No
12290,Male,Unknown,33,0,0,0,Jackson,Missouri,1980,November,5,Unknown,Unknown,Murder or Manslaughter,No
12291,Male,Unknown,24,0,0,0,Jackson,Missouri,1980,November,6,Unknown,Unknown,Murder or Manslaughter,No
12292,Male,Unknown,27,0,0,0,Jackson,Missouri,1980,November,7,Unknown,Handgun,Murder or Manslaughter,No
12293,Male,Unknown,73,0,0,1,Jackson,Missouri,1980,December,1,Unknown,Firearm,Murder or Manslaughter,No
12294,Male,Unknown,32,0,0,1,Jackson,Missouri,1980,December,2,Unknown,Knife,Murder or Manslaughter,No
12295,Male,Female,25,25,0,0,Jackson,Missouri,1980,December,3,Unknown,Shotgun,Murder or Manslaughter,Yes
12296,Female,Male,21,47,0,0,Jackson,Missouri,1980,December,4,Unknown,Shotgun,Murder or Manslaughter,Yes
12297,Male,Unknown,21,0,0,0,Jackson,Missouri,1980,December,5,Unknown,Firearm,Murder or Manslaughter,No
12298,Male,Male,73,30,0,0,Jackson,Missouri,1980,December,6,Father,Shotgun,Murder or Manslaughter,Yes
12299,Male,Unknown,46,0,0,1,Jackson,Missouri,1980,December,7,Unknown,Knife,Murder or Manslaughter,No
12300,Male,Male,19,14,0,0,Jackson,Missouri,1980,December,8,Brother,Knife,Murder or Manslaughter,Yes
12301,Male,Female,31,15,0,1,Jackson,Missouri,1980,December,9,Unknown,Knife,Murder or Manslaughter,Yes
12302,Male,Unknown,41,0,1,1,St. Louis city,Missouri,1980,January,12,Unknown,Firearm,Murder or Manslaughter,No
12303,Male,Unknown,20,0,1,0,St. Louis city,Missouri,1980,July,13,Unknown,Handgun,Murder or Manslaughter,No
12304,Male,Unknown,17,0,1,0,St. Louis city,Missouri,1980,July,14,Unknown,Firearm,Murder or Manslaughter,No
12305,Female,Unknown,46,0,1,1,St. Louis city,Missouri,1980,September,4,Unknown,Firearm,Murder or Manslaughter,No
12306,Male,Unknown,20,0,1,0,St. Louis city,Missouri,1980,November,6,Unknown,Firearm,Murder or Manslaughter,No
12307,Male,Male,22,22,0,0,St. Louis city,Missouri,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12308,Male,Male,56,20,0,0,St. Louis city,Missouri,1980,January,2,Stranger,Blunt Object,Murder or Manslaughter,Yes
12309,Male,Male,25,25,0,0,St. Louis city,Missouri,1980,January,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
12310,Male,Male,26,18,0,0,St. Louis city,Missouri,1980,January,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
12311,Male,Male,20,22,0,0,St. Louis city,Missouri,1980,January,5,Acquaintance,Handgun,Murder or Manslaughter,Yes
12312,Male,Unknown,24,0,0,1,St. Louis city,Missouri,1980,January,6,Unknown,Knife,Murder or Manslaughter,No
12313,Male,Unknown,57,0,0,1,St. Louis city,Missouri,1980,January,7,Unknown,Firearm,Murder or Manslaughter,No
12314,Female,Unknown,58,0,0,1,St. Louis city,Missouri,1980,January,8,Unknown,Explosives,Murder or Manslaughter,No
12315,Male,Unknown,27,0,0,1,St. Louis city,Missouri,1980,January,9,Unknown,Firearm,Murder or Manslaughter,No
